Problem,Result,Time(s),Facility Status,Customer Status
p55,11478,5.027,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,16 10 6 2 19 14 11 14 15 5 9 10 1 0 14 15 14 6 1 16 19 0 0 5 13 8 1 13 10 5 17 1 13 3 9 16 6 15 19 16 19 18 3 14 1 6 8 11 18 19 1 12 2 1 3 10 1 6 1 19 11 5 6 5 18 12 5 13 13 14 2 0 4 16 14 0 17 4 13 8 15 7 6 15 9 11 11 14 1 3 9 0 1 14 5 14 17 8 16 1 
p56,48210,8.589,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 0 17 29 21 23 0 26 23 4 5 2 18 15 2 15 22 3 13 17 5 27 4 27 22 9 28 14 23 7 10 7 19 7 14 16 15 14 4 5 10 28 2 19 27 25 16 11 27 5 7 15 13 21 0 24 17 22 27 12 9 12 15 11 22 14 27 17 4 24 1 0 16 20 3 11 28 5 25 26 11 3 29 18 5 23 20 24 1 29 14 17 18 25 8 20 20 21 27 9 22 18 13 20 10 9 3 23 23 10 21 10 29 26 0 0 5 0 27 2 4 21 0 26 22 28 4 20 5 3 29 14 16 19 12 26 4 22 18 4 0 7 12 4 10 3 25 0 29 24 21 4 15 26 28 27 5 4 11 18 10 3 20 10 4 15 25 19 0 24 20 13 15 0 25 17 29 2 27 13 28 14 28 24 17 4 22 8 28 28 8 11 28 4 23 0 17 25 29 11 
p57,57848,8.165,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 5 16 27 0 23 0 28 29 5 21 23 20 25 10 8 7 12 10 21 27 18 12 2 7 2 0 24 16 14 2 1 0 21 26 28 7 9 24 18 13 13 25 13 24 13 1 28 3 19 11 0 12 9 3 27 25 18 3 29 1 9 25 1 21 13 21 0 12 13 17 24 13 16 7 3 10 26 21 20 27 29 5 15 20 18 29 26 8 15 16 5 22 17 23 19 2 0 7 17 16 29 27 29 14 18 22 20 12 21 11 3 9 26 1 12 26 1 11 14 0 12 10 7 18 16 23 0 25 8 13 7 25 2 5 5 12 23 14 5 26 29 18 20 10 18 10 22 0 5 1 18 0 26 7 17 10 27 18 7 21 20 14 0 7 28 28 8 19 24 23 23 25 10 22 16 22 20 28 5 29 1 0 8 28 8 28 13 12 15 0 18 0 12 0 12 9 21 13 21 
p58,79556,8.021,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,27 14 24 0 21 19 12 24 2 0 12 14 27 22 3 0 28 13 0 12 1 10 12 0 8 11 11 4 24 0 22 0 5 24 20 15 4 4 17 0 0 22 4 15 24 25 25 27 15 1 7 25 18 5 15 22 16 7 4 18 8 7 29 16 29 26 4 26 22 3 25 14 0 26 17 20 8 7 2 12 18 27 17 21 0 1 14 14 10 17 5 10 3 23 21 29 4 11 28 19 4 0 25 4 19 23 19 22 10 11 22 15 14 19 8 10 13 7 22 7 19 16 3 1 1 27 26 16 17 28 19 0 21 4 0 0 3 0 6 7 23 11 26 27 5 18 28 19 10 29 4 4 2 8 0 22 26 13 3 24 23 10 20 19 22 10 0 2 12 8 8 8 10 0 7 0 3 27 28 28 0 11 0 12 2 24 19 21 19 24 14 4 29 18 17 4 3 22 25 19 
p59,60980,19.755,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0 16 29 23 10 12 0 20 14 7 14 24 8 26 13 14 21 3 1 22 18 22 3 22 23 4 22 1 24 11 1 17 14 7 9 18 26 17 18 16 20 5 24 26 9 24 23 20 29 28 7 23 11 22 7 25 24 7 15 5 29 10 11 13 29 16 12 13 24 8 23 9 9 2 7 5 23 9 11 26 1 12 22 20 13 29 11 8 29 28 18 27 24 22 2 3 23 13 23 23 20 16 22 4 27 1 29 7 12 8 19 10 16 13 23 1 9 29 24 21 19 27 18 24 17 13 3 14 14 16 23 1 8 12 20 15 3 3 14 3 13 26 15 17 20 10 24 10 9 23 16 1 2 20 17 21 21 26 25 26 20 22 19 28 11 28 10 21 10 11 21 8 16 2 12 26 12 7 3 3 10 17 13 4 25 11 15 21 15 11 27 29 10 25 20 19 19 2 8 9 
p60,29976,50.538,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,19 3 1 25 18 25 14 12 16 13 12 19 0 10 6 15 28 26 28 24 5 28 5 21 19 26 10 23 4 12 18 0 13 2 27 2 8 11 24 19 12 13 19 0 4 10 18 9 3 0 23 21 18 5 22 2 28 17 5 22 11 0 0 24 1 23 21 9 16 6 4 10 5 17 12 26 1 4 21 6 7 23 26 8 5 5 12 25 4 11 25 14 14 1 24 4 24 10 2 5 14 29 7 0 2 7 4 8 26 25 24 13 29 18 19 21 2 6 4 15 7 5 27 21 29 9 16 16 5 19 17 0 9 17 23 10 13 27 10 5 29 28 18 9 19 3 18 13 29 25 12 22 1 12 8 0 2 22 6 13 19 26 24 17 10 17 22 20 24 20 10 20 9 5 27 16 0 14 13 25 21 1 24 10 0 22 9 17 14 26 3 18 10 6 6 14 12 0 6 13 
p61,37528,50.766,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 21 25 13 21 20 12 9 17 28 16 11 14 3 26 18 0 27 13 20 14 14 17 18 22 18 9 18 12 8 4 9 13 12 12 2 19 15 5 15 1 20 25 20 7 28 13 22 9 13 10 20 16 7 12 4 23 4 27 0 10 26 14 23 19 24 0 1 23 10 2 16 22 27 19 28 8 27 24 23 22 10 2 9 5 29 12 5 9 29 27 0 29 17 19 23 20 21 8 24 27 16 12 27 16 7 18 10 19 4 25 6 23 18 20 3 28 21 14 29 26 13 14 19 28 1 24 23 18 22 9 4 21 13 24 3 12 28 24 18 15 4 13 11 28 18 9 20 29 13 23 29 8 23 0 21 13 7 3 28 28 17 27 20 10 25 24 0 24 4 29 24 8 12 26 14 28 16 5 8 17 27 22 12 25 25 10 13 25 23 25 21 23 17 26 0 17 26 19 8 
p62,59173,48.925,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 28 3 23 4 17 21 28 9 10 21 11 22 24 0 1 7 18 24 15 23 16 6 5 10 26 15 16 28 23 13 8 12 8 26 0 17 24 5 21 3 13 12 13 19 28 9 20 29 14 1 9 17 6 24 15 5 17 17 13 9 6 22 22 0 6 7 20 14 14 9 9 10 7 9 7 20 0 10 5 8 21 9 0 6 19 13 1 14 18 29 17 12 22 11 2 20 21 29 15 25 26 18 13 25 28 19 2 10 1 24 2 16 24 24 8 0 9 8 29 16 11 23 18 14 27 13 29 14 16 22 0 24 5 19 16 0 24 1 14 21 15 2 26 8 1 12 21 26 18 17 25 10 0 21 27 3 2 7 16 23 20 12 0 20 22 19 6 14 24 15 18 8 27 26 20 10 6 9 28 18 2 0 12 3 25 25 21 25 29 22 3 11 27 20 7 17 9 28 1 
p63,48003,51.071,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,23 19 23 18 12 22 18 20 0 6 11 29 9 25 8 5 19 8 15 0 29 15 6 0 10 28 21 5 20 24 25 17 3 19 13 14 21 6 22 15 25 1 17 18 5 16 13 9 15 8 19 29 0 13 6 25 5 0 23 25 9 0 29 11 3 4 6 1 16 1 18 10 12 5 18 26 28 0 5 4 26 0 15 5 24 15 27 15 8 3 24 1 27 21 6 0 17 19 7 22 7 20 24 21 7 2 19 14 0 8 25 17 28 0 16 2 5 14 18 5 21 22 24 5 27 13 11 14 4 26 4 16 3 20 0 15 5 15 11 20 19 23 17 0 24 13 2 17 7 6 23 18 20 0 28 20 28 10 19 25 10 11 20 17 19 18 11 8 22 8 11 3 26 25 16 9 9 22 5 9 6 3 6 27 15 1 26 19 13 6 13 6 5 23 12 27 19 11 22 5 
p64,24833,50.493,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,6 26 12 28 11 13 14 15 13 10 27 25 29 1 21 2 29 22 10 11 8 5 22 12 25 19 1 24 7 2 1 21 19 12 20 7 13 28 26 3 26 1 6 25 1 12 10 4 28 22 14 1 10 8 28 18 26 21 10 16 2 15 24 16 23 24 12 24 27 14 9 21 10 23 26 18 29 14 17 16 6 3 24 5 22 9 17 27 23 6 16 11 13 26 29 26 23 9 25 9 15 19 13 10 3 20 29 17 19 19 25 21 8 14 9 11 7 15 2 26 5 1 29 25 22 5 17 6 11 7 28 15 2 2 28 7 16 12 27 7 20 11 20 29 17 28 22 21 2 23 24 20 24 5 13 10 19 29 24 25 8 21 22 23 20 12 17 21 15 25 19 9 3 9 13 22 16 11 7 10 16 24 10 15 15 22 3 28 27 9 10 16 20 23 7 28 10 9 26 10 
p65,32085,52.343,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 19 29 23 21 18 12 21 27 0 16 17 19 26 5 22 25 21 7 24 15 5 10 5 29 12 0 7 8 5 23 25 23 26 16 27 28 1 29 0 12 24 16 5 8 17 23 4 28 24 28 22 22 4 2 11 12 14 27 6 1 27 4 7 2 2 4 5 29 0 5 14 28 23 17 18 14 12 25 16 15 8 24 5 15 24 3 4 22 26 7 24 23 5 25 2 2 8 6 26 9 4 5 26 27 29 11 26 25 4 29 0 5 23 29 4 0 6 15 26 0 15 27 17 3 16 24 1 22 23 22 12 19 4 27 21 22 7 0 12 14 3 14 24 12 4 4 27 27 9 6 23 1 7 29 8 2 16 19 8 18 15 18 26 23 17 10 14 8 28 0 5 14 16 4 8 19 15 5 1 4 19 11 21 1 21 11 20 2 28 12 15 14 22 18 26 15 5 28 23 
p66,48849,52.25,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,21 2 17 10 29 12 23 4 4 14 13 4 6 4 6 4 15 19 12 13 1 5 11 3 0 25 4 0 13 14 4 0 11 9 28 25 6 14 6 7 27 19 15 8 13 6 26 23 7 17 3 23 4 1 23 23 15 18 11 21 4 13 2 25 15 28 15 9 3 0 0 6 12 9 22 23 14 2 4 14 0 26 21 24 15 13 16 4 20 11 0 3 27 5 5 22 13 6 20 12 0 26 9 1 11 19 11 28 10 1 20 10 27 26 4 25 6 22 25 20 26 8 7 16 2 23 0 3 6 28 1 0 11 2 15 15 14 19 25 18 14 5 6 5 0 13 28 25 9 0 0 11 13 1 18 2 2 1 3 18 0 23 22 10 7 4 14 12 19 17 6 16 28 13 25 13 20 16 21 12 18 3 23 0 19 27 25 14 3 6 27 12 22 3 19 16 27 14 1 2 
p67,45811,45.36,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 17 18 21 11 5 20 9 2 17 15 23 11 11 8 9 6 6 21 27 19 10 12 11 23 6 6 29 13 15 0 21 0 16 5 0 21 10 28 7 10 3 29 9 22 27 18 13 2 14 15 9 13 21 19 17 17 28 24 26 22 9 3 17 2 20 0 25 8 18 9 26 2 26 13 11 6 25 2 3 24 21 28 16 7 18 21 6 17 27 27 26 28 24 12 22 26 10 0 25 11 0 10 7 13 9 3 23 8 6 29 6 1 10 27 27 19 28 8 25 16 21 9 22 8 28 3 28 7 18 25 25 29 3 23 15 26 9 8 21 19 22 7 21 12 19 15 2 17 28 24 23 13 17 18 21 6 0 3 15 23 22 10 0 13 18 7 27 15 26 24 1 24 0 14 13 11 8 10 26 16 16 6 3 19 2 18 6 10 6 5 25 22 7 22 7 23 12 27 25 
p68,33324,43.275,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,11 19 10 29 22 17 19 11 29 25 22 6 17 28 8 11 5 5 20 8 4 17 4 9 15 1 19 6 2 7 7 1 16 3 7 2 19 8 7 4 28 23 22 24 12 14 1 29 19 15 24 24 26 8 17 23 17 6 17 4 25 5 2 12 15 5 6 6 9 21 4 1 18 1 4 8 13 13 25 6 26 27 3 8 23 26 15 11 8 7 20 5 28 29 13 29 23 21 29 6 1 26 0 4 25 19 26 0 29 3 29 11 15 27 26 6 11 14 27 16 5 22 21 4 1 26 7 12 3 22 24 12 1 20 24 22 3 16 9 28 16 6 2 4 4 13 5 0 21 20 29 24 24 15 25 4 1 26 13 7 12 27 18 9 10 7 9 21 28 3 25 25 26 2 22 11 13 12 8 20 23 10 8 5 6 10 18 4 27 3 2 15 2 27 20 25 19 14 27 28 
p69,38309,44.619,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 9 27 7 21 12 13 8 12 24 9 17 10 27 25 14 7 3 9 11 0 26 19 4 22 20 23 14 4 12 6 6 18 21 0 1 9 15 15 21 2 3 12 4 0 19 20 10 25 25 26 7 17 29 3 11 21 12 29 27 13 17 28 0 14 5 10 17 9 21 26 9 11 26 24 6 22 24 14 25 16 24 14 21 0 3 28 19 18 12 4 4 27 13 3 18 27 4 27 18 22 10 5 7 14 0 23 3 2 23 11 22 22 27 9 29 6 3 4 20 18 15 3 17 23 15 6 11 7 15 2 4 20 26 5 4 27 24 19 12 19 22 4 16 15 26 4 26 24 23 9 0 28 18 17 20 1 14 20 10 24 23 17 0 14 23 29 18 27 9 27 0 4 25 19 13 10 8 15 23 24 13 24 16 20 9 23 15 29 17 17 15 20 1 28 12 1 2 0 24 
p70,59304,38.905,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 10 1 6 21 12 17 29 21 26 8 6 13 21 21 19 7 15 13 20 27 18 20 15 2 17 14 4 5 4 18 15 20 0 0 17 23 20 29 24 18 9 10 6 0 14 6 23 26 2 21 19 4 10 8 12 4 18 19 9 21 26 3 1 16 25 6 4 22 29 18 0 14 29 28 1 7 1 28 5 23 4 13 7 3 25 16 29 19 10 20 15 28 7 20 6 14 11 4 25 0 6 24 4 9 17 4 7 28 5 7 26 16 6 12 19 0 8 2 7 15 18 9 22 2 21 6 16 3 12 22 29 16 3 15 0 12 6 20 21 16 7 21 9 23 25 8 26 16 15 8 2 22 3 26 18 17 17 7 10 6 1 29 0 8 2 23 5 29 26 10 12 1 28 18 29 4 8 13 23 29 25 13 4 16 26 19 14 14 16 1 11 6 27 17 21 9 5 20 13 
p71,46541,37.729,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,18 0 1 17 4 27 25 14 11 13 5 18 2 8 24 6 5 5 7 27 15 11 21 0 24 29 5 14 3 19 7 9 6 19 28 8 11 19 29 5 20 16 28 5 6 6 25 10 6 3 26 1 9 28 6 15 15 29 5 18 17 26 11 0 22 18 3 0 6 5 20 8 15 27 7 17 5 10 26 18 4 4 13 5 0 17 22 16 15 2 25 0 13 17 28 29 19 5 24 24 24 20 13 11 27 6 22 19 0 0 14 28 14 11 15 21 19 0 11 28 3 10 22 28 21 16 23 21 4 11 6 29 11 11 9 5 19 23 4 9 4 1 16 7 22 26 1 0 5 27 18 27 24 18 21 25 0 23 17 29 5 3 4 1 16 23 15 20 9 3 27 10 21 19 0 4 29 5 10 18 0 16 20 1 22 17 12 14 27 16 16 20 15 5 29 0 4 6 27 29 
